index,ch2,ch3,ch4
2580,60.070331,60.002000,400.000000
2581,-0.071907,-0.076008,400.000000
2582,-6.499101,-1.231194,400.000000
2583,-138.214128,-93.759643,388.300799
2584,-322.127190,-297.709310,-255.870659
2585,-61.444385,-61.318166,-400.000048
2586,0.402260,-0.133038,-400.000048
2587,27.713684,1.308108,-400.000048
2588,183.041308,124.717870,-400.000048
2589,330.242816,311.776532,177.658245
2590,60.888441,60.816486,400.000000
2591,-0.071859,-0.075722,400.000000
2592,-6.562281,-1.253081,400.000000
2593,-139.071386,-94.616234,387.346648
2594,-321.095362,-296.894300,-257.838900
2595,-60.255773,-60.136182,-400.000048
2596,0.403833,-0.133705,-400.000048
2597,27.682117,1.181555,-400.000048
2598,182.588885,123.993841,-400.000048
2599,330.077115,311.491670,176.648638
2600,61.006696,60.932357,400.000000
2601,-0.071955,-0.075483,400.000000
2602,-6.430960,-1.205969,400.000000
2603,-138.075082,-93.591654,389.055680
2604,-322.352352,-297.861707,-255.474169
2605,-61.593731,-61.466558,-400.000048
2606,0.402498,-0.132179,-400.000048
2607,27.658609,1.077509,-400.000048
2608,181.990693,122.994676,-400.000048
2609,330.808870,311.976804,173.699400
2610,61.879928,61.799963,400.000000
2611,-0.072145,-0.075436,400.000000
2612,-6.284190,-1.161862,400.000000
2613,-136.193530,-91.918766,391.425561
2614,-322.729721,-297.941768,-251.299983
2615,-62.888439,-62.748249,-400.000048
2616,0.358915,-0.122738,-400.000048
2617,26.691297,1.060104,-400.000048
2618,179.980204,121.876683,-400.000048
2619,330.745403,311.975326,171.927759
2620,62.415273,62.331350,400.000000
2621,-0.071764,-0.075436,400.000000
2622,-6.216241,-1.153231,400.000000
2623,-135.748975,-91.613256,391.824149
2624,-323.228350,-298.367488,-250.519019
2625,-63.435276,-63.291653,-400.000048
2626,0.351000,-0.122213,-400.000048
2627,26.736835,1.203632,-400.000048
2628,180.045912,122.064128,-400.000048
2629,331.892101,313.021649,169.174977
2630,63.398559,63.309868,400.000000
2631,-0.071239,-0.074911,400.000000
2632,-6.089307,-1.117325,400.000000
2633,-134.035889,-90.151225,394.533920
2634,-323.655215,-298.528278,-245.883303
2635,-64.771422,-64.610632,-400.000048
2636,0.331593,-0.118446,-400.000048
2637,26.152375,1.022482,-400.000048
2638,178.158448,120.407119,-400.000048
2639,331.125823,312.211217,167.606088
2640,63.543137,63.452204,400.000000
2641,-0.071621,-0.075150,400.000000
2642,-6.080724,-1.129627,400.000000
2643,-134.001700,-90.153037,394.787311
2644,-324.496499,-299.318206,-245.237475
2645,-65.482243,-65.319069,-400.000048
2646,0.310659,-0.113344,-400.000048
2647,25.787404,1.147080,-400.000048
2648,177.437756,120.196881,-400.000048
2649,332.172386,313.212766,164.633389
2650,64.590319,64.493807,400.000000
2651,-0.071335,-0.075436,400.000000
2652,-6.080008,-1.119328,400.000000
2653,-134.191863,-90.345584,394.073247
2654,-322.534361,-297.419297,-246.049481
2655,-63.803871,-63.644274,-400.000048
2656,0.349665,-0.121355,-400.000048
2657,26.479009,0.952911,-400.000048
2658,178.326628,120.042148,-400.000048
2659,331.841651,312.723722,164.975234
2660,64.262064,64.165409,400.000000
2661,-0.071239,-0.075531,400.000000
2662,-5.879260,-1.092529,400.000000
2663,-133.104293,-89.844047,394.891118
2664,-324.085036,-299.066388,-245.211344
2665,-65.306767,-65.145548,-400.000048
2666,0.316668,-0.114727,-400.000048
2667,25.925878,1.126146,-400.000048
2668,177.338383,119.899144,-400.000048
2669,333.343784,314.267959,161.646671
2670,65.789135,65.687855,400.000000
2671,-0.071144,-0.074816,400.000000
2672,-5.813695,-1.066733,400.000000
2673,-130.837361,-87.661086,399.026585
2674,-324.974766,-299.436080,-237.752752
2675,-67.708786,-67.518004,-400.000048
2676,0.311041,-0.113535,-400.000048
2677,25.523713,0.792551,-400.000048
2678,175.405476,117.582526,-400.000048
2679,332.684223,313.314094,158.530063
2680,66.049631,65.940817,400.000000
2681,-0.071001,-0.074816,400.000000
2682,-5.716181,-1.062822,400.000000
2683,-130.935017,-88.115321,398.136616
2684,-325.145617,-299.821126,-239.240150
2685,-67.515763,-67.331656,-400.000048
2686,0.312471,-0.112343,-400.000048
2687,25.707439,0.956345,-400.000048
2688,175.914070,118.109240,-400.000048
2689,334.192077,314.765539,156.684608
2690,67.282685,67.169722,400.000000
2691,-0.070715,-0.074720,400.000000
2692,-5.641270,-1.040030,400.000000
2693,-129.664389,-86.995326,400.000000
2694,-325.278226,-299.704921,-235.079889
2695,-68.492516,-68.292578,-400.000048
2696,0.285101,-0.108051,-400.000048
2697,24.991897,0.876618,-400.000048
2698,173.641273,116.423239,-400.000048
2699,333.238403,313.726653,153.034896
2700,67.505463,67.383727,400.000000
2701,-0.070238,-0.074577,400.000000
2702,-5.551196,-1.027107,400.000000
2703,-129.849402,-87.463628,398.886156
2704,-324.274483,-298.998630,-237.685756
2705,-67.295226,-67.108448,-400.000048
2706,0.288534,-0.109148,-400.000048
2707,25.101045,0.910092,-400.000048
2708,173.939630,116.781439,-400.000048
2709,334.358684,314.868488,152.774781
2710,68.321141,68.198403,400.000000
2711,-0.070190,-0.074005,400.000000
2712,-5.434085,-0.997830,400.000000
2713,-127.804247,-85.653172,400.000000
2714,-325.845185,-300.151241,-231.744365
2715,-70.003899,-69.789942,-400.000048
2716,0.273085,-0.106239,-400.000048
2717,24.628785,0.840330,-400.000048
2718,172.084733,115.256991,-400.000048
2719,333.794252,314.171256,148.593062
2720,68.798121,68.666276,400.000000
2721,-0.070190,-0.073624,400.000000
2722,-5.324364,-0.971127,400.000000
2723,-126.600471,-84.620677,400.000000
2724,-325.880042,-299.947584,-228.732756
2725,-70.843085,-70.614632,-400.000048
2726,0.252771,-0.101900,-400.000048
2727,24.189952,0.824022,-400.000048
2728,171.417591,114.954724,-400.000048
2729,334.847204,315.326776,147.592228
2730,69.808825,69.677027,400.000000
2731,-0.069332,-0.073242,400.000000
2732,-5.407000,-1.002884,400.000000
2733,-127.501646,-85.543690,400.000000
2734,-326.173392,-300.444019,-230.301122
2735,-70.485553,-70.265111,-400.000048
2736,0.275612,-0.106525,-400.000048
2737,24.630454,0.716114,-400.000048
2738,171.458837,114.358248,-400.000048
2739,334.627239,314.864339,145.091932
2740,70.015391,69.875725,400.000000
2741,-0.068617,-0.073624,400.000000
2742,-5.155469,-0.932646,400.000000
2743,-125.109449,-83.473406,400.000000
2744,-326.129428,-299.981248,-225.194958
2745,-71.911153,-71.666583,-400.000048
2746,0.247145,-0.101614,-400.000048
2747,23.987487,0.723744,-400.000048
2748,170.147630,113.742508,-400.000048
2749,335.170214,315.494956,143.703192
2750,70.890149,70.749053,400.000000
2751,-0.068903,-0.072289,400.000000
2752,-5.160809,-0.938702,400.000000
2753,-124.906412,-83.372460,400.000000
2754,-327.351323,-301.226604,-224.113777
2755,-73.191461,-72.943124,-400.000048
2756,0.253153,-0.102758,-400.000048
2757,24.117997,0.696135,-400.000048
2758,169.692680,113.008751,-400.000048
2759,335.370438,315.475883,139.845197
2760,71.636304,71.484097,400.000000
2761,-0.068283,-0.071478,400.000000
2762,-4.983378,-0.894642,400.000000
2763,-123.542896,-82.389317,400.000000
2764,-326.573220,-300.369299,-222.271517
2765,-73.218640,-72.962960,-400.000048
2766,0.224543,-0.097704,-400.000048
2767,23.429015,0.803614,-400.000048
2768,168.440648,112.839998,-400.000048
2769,335.861055,316.191043,138.757055
2770,72.397193,72.245606,400.000000
2771,-0.067616,-0.071144,400.000000
2772,-5.041409,-0.907087,400.000000
2773,-123.568883,-82.314358,400.000000
2774,-327.091924,-300.854337,-221.443870
2775,-73.859224,-73.599252,-400.000048
2776,0.218630,-0.097561,-400.000048
2777,23.242000,0.714588,-400.000048
2778,167.835923,112.231602,-400.000048
2779,335.882513,316.114845,137.109964
2780,72.685870,72.529754,400.000000
2781,-0.067329,-0.071001,400.000000
2782,-4.917670,-0.890398,400.000000
2783,-122.587695,-81.712113,400.000000
2784,-326.773921,-300.487173,-219.497802
2785,-74.149951,-73.880538,-400.000048
2786,0.231886,-0.098991,-400.000048
2787,23.529246,0.705862,-400.000048
2788,167.786523,111.794867,-400.000048
2789,336.171286,316.192617,135.409085
2790,73.301944,73.139009,400.000000
2791,-0.066710,-0.069952,400.000000
2792,-4.856015,-0.875616,400.000000
2793,-121.707263,-81.024418,400.000000
2794,-326.984492,-300.592649,-217.106654
2795,-75.075492,-74.793443,-400.000048
2796,0.217772,-0.096941,-400.000048
2797,23.219397,0.665522,-400.000048
2798,166.798516,110.998787,-400.000048
2799,336.570255,316.547145,132.127444
2800,74.258289,74.088821,400.000000
2801,-0.065660,-0.069427,400.000000
2802,-4.794264,-0.845289,400.000000
2803,-120.918574,-80.128489,400.000000
2804,-327.011910,-300.340593,-215.014388
2805,-75.677118,-75.384626,-400.000048
2806,0.208807,-0.096369,-400.000048
2807,22.943786,0.660706,-400.000048
2808,165.769501,110.287393,-400.000048
2809,336.596434,316.532030,130.252425
2810,74.894723,74.717244,400.000000
2811,-0.064182,-0.068474,400.000000
2812,-4.669428,-0.829983,400.000000
2813,-119.669881,-79.374514,400.000000
2814,-327.430097,-300.773037,-212.616850
2815,-76.935396,-76.630888,-400.000048
2816,0.200176,-0.095510,-400.000048
2817,22.695210,0.506163,-400.000048
2818,165.021153,109.187330,-400.000048
2819,337.063114,316.763439,128.062263
2820,75.678501,75.494441,400.000000
2821,-0.063849,-0.067711,400.000000
2822,-4.621459,-0.816536,400.000000
2823,-119.064059,-78.880606,400.000000
2824,-327.662078,-300.869072,-210.840203
2825,-77.578029,-77.262220,-400.000048
2826,0.199366,-0.096273,-400.000048
2827,22.682431,0.482798,-400.000048
2828,164.376708,108.546651,-400.000048
2829,337.092821,316.684665,125.521150
2830,76.349172,76.157054,400.000000
2831,-0.062799,-0.066614,400.000000
2832,-4.501725,-0.803042,400.000000
2833,-118.464436,-78.711948,400.000000
2834,-327.588550,-300.928724,-210.787178
2835,-77.713976,-77.399215,-400.000048
2836,0.184345,-0.093555,-400.000048
2837,22.292521,0.529099,-400.000048
2838,163.460274,108.140148,-400.000048
2839,337.270252,316.879358,124.198881
2840,76.884708,76.687870,400.000000
2841,-0.061798,-0.065756,400.000000
2842,-4.510928,-0.786877,400.000000
2843,-117.921796,-77.967367,400.000000
2844,-327.807799,-300.899351,-208.254887
2845,-78.567753,-78.240070,-400.000048
2846,0.182867,-0.092936,-400.000048
2847,22.246506,0.468206,-400.000048
2848,162.874527,107.254089,-400.000048
2849,337.345116,316.726436,121.431651
2850,77.443657,77.237997,400.000000
2851,-0.061369,-0.064945,400.000000
2852,-4.464579,-0.782538,400.000000
2853,-116.784396,-77.054128,400.000000
2854,-328.161803,-301.070202,-204.129959
2855,-80.094776,-79.745970,-400.000048
2856,0.182295,-0.094891,-400.000048
2857,22.220376,0.229979,-400.000048
2858,162.306090,105.910981,-400.000048
2859,337.697451,316.794099,119.275298
2860,78.384313,78.172073,400.000000
2861,-0.059319,-0.062990,400.000000
2862,-4.321719,-0.759411,400.000000
2863,-115.725960,-76.460466,400.000000
2864,-327.307931,-300.250852,-203.425527
2865,-79.864607,-79.508028,-400.000048
2866,0.169134,-0.091982,-400.000048
2867,21.930077,0.415230,-400.000048
2868,161.626644,105.997384,-400.000048
2869,338.175719,317.302789,117.154660
2870,79.177484,78.957615,400.000000
2871,-0.057745,-0.061417,400.000000
2872,-4.296208,-0.745154,400.000000
2873,-115.296425,-75.970993,400.000000
2874,-328.020230,-300.775611,-201.808810
2875,-80.952463,-80.586014,-400.000048
2876,0.160742,-0.092220,-400.000048
2877,21.677258,0.263071,-400.000048
2878,160.383577,104.504788,-400.000048
2879,337.793343,316.707124,113.849749
2880,79.821596,79.590378,400.000000
2881,-0.056362,-0.060511,400.000000
2882,-4.203606,-0.727701,400.000000
2883,-114.046015,-74.968585,400.000000
2884,-328.347674,-300.922859,-198.301101
2885,-82.473479,-82.086048,-400.000048
2886,0.152874,-0.094032,-400.000048
2887,21.444180,0.179577,-400.000048
2888,159.563608,103.664792,-400.000048
2889,338.429348,317.212906,111.587824
2890,80.879936,80.641565,400.000000
2891,-0.053930,-0.057602,400.000000
2892,-4.166890,-0.714111,400.000000
2893,-113.304581,-74.261960,400.000000
2894,-328.195325,-300.547350,-195.801091
2895,-83.092270,-82.687865,-400.000048
2896,0.147247,-0.094557,-400.000048
2897,21.383431,0.220013,-400.000048
2898,158.927555,103.193057,-400.000048
2899,338.472931,317.179527,108.174957
2900,81.665764,81.416283,400.000000
2901,-0.051832,-0.055981,400.000000
2902,-4.117823,-0.702286,400.000000
2903,-113.149037,-74.152717,400.000000
2904,-327.961675,-300.287616,-196.179127
2905,-82.783423,-82.380877,-400.000048
2906,0.141287,-0.091648,-400.000048
2907,21.162131,0.267601,-400.000048
2908,158.531732,103.035128,-400.000048
2909,339.112179,317.794647,107.644571
2910,82.366143,82.114992,400.000000
2911,-0.050402,-0.053740,400.000000
2912,-4.070950,-0.687313,400.000000
2913,-112.068762,-73.182067,400.000000
2914,-328.232661,-300.321138,-192.202305
2915,-84.288035,-83.860360,-400.000048
2916,0.136471,-0.094986,-400.000048
2917,21.122887,0.173235,-400.000048
2918,157.612581,101.838172,-400.000048
2919,338.792937,317.212047,103.469289
2920,83.114825,82.846461,400.000000
2921,-0.047970,-0.052023,400.000000
2922,-3.977919,-0.660229,400.000000
2923,-111.119284,-72.335347,400.000000
2924,-328.711167,-300.584114,-190.332674
2925,-85.569964,-85.127936,-400.000048
2926,0.121498,-0.096178,-400.000048
2927,20.761874,0.156832,-400.000048
2928,156.758136,101.312316,-400.000048
2929,339.398615,317.810383,101.376689
2930,84.300528,84.024678,400.000000
2931,-0.044298,-0.048304,400.000000
2932,-3.968096,-0.660753,400.000000
2933,-110.709490,-71.999272,400.000000
2934,-328.529826,-300.330007,-188.547586
2935,-85.957824,-85.503779,-400.000048
2936,0.116587,-0.096369,-400.000048
2937,20.647099,0.138092,-400.000048
2938,155.887002,100.421011,-400.000048
2939,338.799803,317.020597,98.660147
2940,84.412776,84.125672,400.000000
2941,-0.044489,-0.048351,400.000000
2942,-3.994179,-0.652599,400.000000
2943,-110.665954,-71.758899,400.000000
2944,-328.085128,-299.755323,-187.951540
2945,-85.642920,-85.184537,-400.000048
2946,0.109673,-0.093508,-400.000048
2947,20.338967,0.124884,-400.000048
2948,155.620212,100.373519,-400.000048
2949,339.685671,318.044891,100.037634
2950,85.100375,84.821902,400.000000
2951,-0.041485,-0.045586,400.000000
2952,-3.904868,-0.647020,400.000000
2953,-110.549368,-72.033938,400.000000
2954,-327.701608,-299.617374,-189.435934
2955,-84.884272,-84.438000,-400.000048
2956,0.159264,-0.097656,-400.000048
2957,21.690562,-0.151730,-400.000048
2958,157.548494,99.552357,-400.000048
2959,339.637129,317.133846,98.437750
2960,84.900008,84.605609,400.000000
2961,-0.042868,-0.046730,400.000000
2962,-3.803111,-0.616741,400.000000
2963,-109.388698,-71.029004,400.000000
2964,-327.881709,-299.586809,-186.305640
2965,-86.065875,-85.602723,-400.000048
2966,0.116158,-0.095749,-400.000048
2967,20.530512,-0.039625,-400.000048
2968,155.102415,98.955977,-400.000048
2969,340.017884,317.894783,96.116125
2970,86.450396,86.152039,400.000000
2971,-0.037146,-0.040865,400.000000
2972,-3.691054,-0.612593,400.000000
2973,-108.969320,-71.136674,400.000000
2974,-326.935473,-298.858631,-186.442016
2975,-85.072098,-84.612761,-400.000048
2976,0.132513,-0.094509,-400.000048
2977,20.961096,-0.132751,-400.000048
2978,155.191059,98.192751,-400.000048
2979,339.719813,317.234697,92.364656
2980,87.048827,86.731826,400.000000
2981,-0.035238,-0.038242,400.000000
2982,-3.619051,-0.574160,400.000000
2983,-106.463731,-68.577679,400.000000
2984,-327.852860,-299.008930,-177.039883
2985,-89.221631,-88.697539,-400.000048
2986,0.084305,-0.101137,-400.000048
2987,19.774201,-0.018644,-400.000048
2988,152.771730,97.435152,-400.000048
2989,340.358346,318.168726,90.709316
2990,88.576852,88.258468,400.000000
2991,-0.028276,-0.031900,400.000000
2992,-3.622151,-0.575256,400.000000
2993,-106.042493,-68.113955,400.000000
2994,-328.855268,-299.773538,-173.904821
2995,-91.164123,-90.616428,-400.000048
2996,0.078869,-0.108719,-400.000048
2997,19.897416,-0.069666,-400.000048
2998,152.036447,96.106827,-400.000048
2999,339.746563,317.072477,85.377751
3000,89.256726,88.910352,400.000000
3001,-0.025463,-0.029278,400.000000
3002,-3.593493,-0.560618,400.000000
3003,-105.805267,-67.898329,400.000000
3004,-327.617112,-298.555744,-174.584076
3005,-89.852153,-89.309894,-400.000048
3006,0.077915,-0.103283,-400.000048
3007,19.661572,-0.089026,-400.000048
3008,151.648349,96.083557,-400.000048
3009,340.256398,317.724313,85.917149
3010,89.854919,89.512025,400.000000
3011,-0.022030,-0.026035,400.000000
3012,-3.439045,-0.547218,400.000000
3013,-104.741061,-67.458828,400.000000
3014,-328.546849,-299.583280,-173.099395
3015,-91.567003,-91.016828,-400.000048
3016,0.063181,-0.108957,-400.000048
3017,19.447901,-0.005579,-400.000048
3018,150.747746,95.551979,-400.000048
3019,340.173571,317.532482,81.245289
3020,90.776931,90.419112,400.000000
3021,-0.018215,-0.021887,400.000000
3022,-3.459549,-0.531864,400.000000
3023,-103.687251,-66.113861,400.000000
3024,-327.822581,-298.314702,-168.083259
3025,-92.626821,-92.032968,-400.000048
3026,0.048876,-0.112009,-400.000048
3027,18.988659,-0.161409,-400.000048
3028,149.491709,94.291078,-400.000048
3029,340.209334,317.505970,80.435906
3030,91.523229,91.161548,400.000000
3031,-0.013733,-0.017691,400.000000
3032,-3.387309,-0.522375,400.000000
3033,-102.896703,-65.534075,400.000000
3034,-328.979198,-299.339807,-165.614863
3035,-94.950687,-94.337284,-400.000048
3036,0.033188,-0.124073,-400.000048
3037,18.966391,-0.183153,-400.000048
3038,148.711127,93.226968,-400.000048
3039,340.201180,317.131271,75.307664
3040,92.784368,92.397319,400.000000
3041,-0.007105,-0.011158,400.000000
3042,-3.392792,-0.514460,400.000000
3043,-102.675784,-65.213974,400.000000
3044,-327.498284,-297.734821,-164.135285
3045,-93.591797,-92.970144,-400.000048
3046,0.041151,-0.116205,-400.000048
3047,18.780806,-0.334930,-400.000048
3048,148.105258,92.439472,-400.000048
3049,340.521853,317.356767,75.580463
3050,93.312608,92.924368,400.000000
3051,-0.003624,-0.007200,400.000000
3052,-3.401328,-0.523424,400.000000
3053,-104.181064,-66.694554,400.000000
3054,-327.984468,-298.678577,-171.451065
3055,-91.550409,-90.983545,-400.000048
3056,0.048780,-0.106239,-400.000048
3057,18.879368,-0.161743,-400.000048
3058,148.236006,92.817461,-400.000048
3059,340.472643,317.241039,72.921189
3060,93.784630,93.381702,400.000000
3061,-0.000858,-0.004721,400.000000
3062,-3.328038,-0.493717,400.000000
3063,-102.704203,-65.280207,400.000000
3064,-327.261058,-297.522103,-166.867610
3065,-92.510854,-91.903030,-400.000048
3066,0.044489,-0.111103,-400.000048
3067,18.841174,-0.303459,-400.000048
3068,147.728985,91.909133,-400.000048
3069,340.586131,317.193260,71.795424
3070,94.469940,94.061910,400.000000
3071,0.003862,0.000429,400.000000
3072,-3.162098,-0.471544,400.000000
3073,-100.264180,-63.417490,400.000000
3074,-328.672019,-298.579395,-158.859320
3075,-97.520363,-96.854508,-400.000048
3076,0.008678,-0.138092,-400.000048
3077,18.517687,-0.442076,-400.000048
3078,146.472042,90.194188,-400.000048
3079,340.916865,317.080249,67.189558
3080,95.992386,95.562803,400.000000
3081,0.013399,0.010443,400.000000
3082,-3.169012,-0.462580,400.000000
3083,-99.264347,-62.330778,400.000000
3084,-327.548018,-297.053373,-154.195852
3085,-98.042118,-97.331679,-400.000048
3086,-0.002813,-0.139427,-400.000048
3087,18.200018,-0.379419,-400.000048
3088,145.547455,89.808427,-400.000048
3089,340.656083,316.873350,65.974148
3090,96.478283,96.041500,400.000000
3091,0.017357,0.014019,400.000000
3092,-3.152943,-0.461531,400.000000
3093,-99.368679,-62.396820,400.000000
3094,-328.968850,-298.380267,-153.969878
3095,-99.606001,-98.890412,-400.000048
3096,-0.019693,-0.149107,-400.000048
3097,17.943909,-0.401878,-400.000048
3098,144.651907,89.059650,-400.000048
3099,340.861886,316.951074,62.716253
3100,97.637999,97.187054,400.000000
3101,0.025511,0.022602,400.000000
3102,-3.090907,-0.451040,400.000000
3103,-98.459780,-61.746319,400.000000
3104,-327.523414,-296.887147,-151.485938
3105,-99.045575,-98.313010,-400.000048
3106,-0.023413,-0.144672,-400.000048
3107,17.658093,-0.354672,-400.000048
3108,143.794840,88.722621,-400.000048
3109,340.675061,316.822757,61.633785
3110,98.051083,97.595608,400.000000
3111,0.029516,0.025702,400.000000
3112,-2.984619,-0.429964,400.000000
3113,-97.432100,-60.991485,400.000000
3114,-327.957145,-297.219741,-150.136346
3115,-100.613082,-99.865401,-400.000048
3116,-0.045586,-0.155067,-400.000048
3117,17.272427,-0.323868,-400.000048
3118,142.717855,88.072978,-400.000048
3119,340.598052,316.640558,58.825786
3120,98.971283,98.496687,400.000000
3121,0.036860,0.032854,400.000000
3122,-2.998591,-0.426865,400.000000
3123,-96.648562,-60.077245,400.000000
3124,-327.876082,-296.722972,-145.103424
3125,-102.401555,-101.606524,-400.000048
3126,-0.063229,-0.167799,-400.000048
3127,16.918947,-0.375605,-400.000048
3128,141.279142,86.859666,-400.000048
3129,340.235798,316.183891,55.838019
3130,99.807799,99.320805,400.000000
3131,0.043392,0.039673,400.000000
3132,-2.911282,-0.413466,400.000000
3133,-95.894110,-59.618099,400.000000
3134,-328.051272,-296.900832,-144.549673
3135,-103.377545,-102.575076,-400.000048
3136,-0.070286,-0.178146,-400.000048
3137,17.052414,-0.526619,-400.000048
3138,141.293924,86.074792,-400.000048
3139,340.573876,316.158475,54.613072
3140,100.541508,100.041592,400.000000
3141,0.050116,0.046968,400.000000
3142,-2.891922,-0.411320,400.000000
3143,-95.678150,-59.461696,400.000000
3144,-327.671185,-296.399867,-143.033760
3145,-103.157628,-102.341187,-400.000048
3146,-0.065613,-0.176096,-400.000048
3147,17.154028,-0.506973,-400.000048
3148,141.152017,85.795127,-400.000048
3149,340.559237,316.014184,51.119715
3150,101.292956,100.779259,400.000000
3151,0.056648,0.052881,400.000000
3152,-2.835226,-0.399923,400.000000
3153,-95.208227,-59.131009,400.000000
3154,-327.200881,-295.925557,-143.049782
3155,-102.894891,-102.078784,-400.000048
3156,-0.064707,-0.174141,-400.000048
3157,17.122080,-0.542450,-400.000048
3158,141.055458,85.556946,-400.000048
3159,340.844720,316.205110,50.939375
3160,101.943171,101.422703,400.000000
3161,0.062990,0.059891,400.000000
3162,-2.787495,-0.392771,400.000000
3163,-95.156395,-59.269721,400.000000
3164,-327.219239,-296.066272,-144.493025
3165,-102.351153,-101.549256,-400.000048
3166,-0.063896,-0.168419,-400.000048
3167,16.956522,-0.445509,-400.000048
3168,140.513628,85.446654,-400.000048
3169,340.834849,316.179599,48.443609
3170,102.561438,102.030576,400.000000
3171,0.068331,0.064993,400.000000
3172,-2.755165,-0.383472,400.000000
3173,-93.787300,-58.001525,400.000000
3174,-326.953545,-295.426690,-138.224666
3175,-104.794086,-103.935206,-400.000048
3176,-0.089979,-0.189877,-400.000048
3177,16.672947,-0.584173,-400.000048
3178,139.375417,84.157715,-400.000048
3179,340.422051,315.593090,47.128397
3180,103.063214,102.521289,400.000000
3181,0.074244,0.071335,400.000000
3182,-2.720404,-0.383186,400.000000
3183,-93.585073,-57.997043,400.000000
3184,-327.008239,-295.553052,-137.848966
3185,-104.955543,-104.097045,-400.000048
3186,-0.090170,-0.191975,-400.000048
3187,16.762068,-0.578976,-400.000048
3188,139.334409,83.909045,-400.000048
3189,340.878480,315.867271,44.719749
3190,104.108012,103.553117,400.000000
3191,0.085306,0.081825,400.000000
3192,-2.646303,-0.367022,400.000000
3193,-92.884409,-57.499940,400.000000
3194,-326.300898,-294.776046,-137.259881
3195,-104.601539,-103.734363,-400.000048
3196,-0.089169,-0.188255,-400.000048
3197,16.654589,-0.585413,-400.000048
3198,138.882844,83.498393,-400.000048
3199,340.665524,315.580310,43.538576
3200,104.414142,103.851378,400.000000
3201,0.088406,0.084591,400.000000
3202,-2.723646,-0.369120,400.000000
3203,-93.251812,-57.379682,400.000000
3204,-326.753369,-294.892823,-135.539882
3205,-105.332053,-104.448140,-400.000048
3206,-0.094223,-0.195074,-400.000048
3207,16.701891,-0.694227,-400.000048
3208,138.551824,82.466040,-400.000048
3209,340.816395,315.327539,41.402297
3210,105.455936,104.872287,400.000000
3211,0.100327,0.096464,400.000000
3212,-2.594424,-0.356531,400.000000
3213,-91.579734,-56.300408,400.000000
3214,-326.575747,-294.596803,-130.876175
3215,-107.594312,-106.667579,-400.000048
3216,-0.129175,-0.218678,-400.000048
3217,16.195442,-0.622130,-400.000048
3218,137.123077,82.047043,-400.000048
3219,340.545313,315.182294,38.263516
3220,106.465019,105.864490,400.000000
3221,0.111341,0.107288,400.000000
3222,-2.617407,-0.354099,400.000000
3223,-91.407691,-55.969674,400.000000
3224,-326.071969,-293.924176,-129.448477
3225,-107.537950,-106.594766,-400.000048
3226,-0.127411,-0.217152,-400.000048
3227,16.149237,-0.679445,-400.000048
3228,136.735026,81.370936,-400.000048
3229,340.833752,315.285720,36.853175
3230,107.296813,106.688608,400.000000
3231,0.121260,0.117445,400.000000
3232,-2.564335,-0.346756,400.000000
3233,-90.512859,-55.262715,400.000000
3234,-326.984921,-294.584643,-125.052038
3235,-110.650982,-109.664024,-400.000048
3236,-0.170803,-0.254440,-400.000048
3237,15.893557,-0.607681,-400.000048
3238,135.730330,80.867777,-400.000048
3239,340.400307,314.772310,33.394341
3240,108.067859,107.438053,400.000000
3241,0.130463,0.127125,400.000000
3242,-2.483034,-0.331306,400.000000
3243,-89.280091,-54.330737,400.000000
3244,-325.957719,-293.405472,-122.647968
3245,-111.026110,-110.009111,-400.000048
3246,-0.168371,-0.259352,-400.000048
3247,16.196396,-0.851536,-400.000048
3248,135.901181,79.574976,-400.000048
3249,340.634196,314.422931,31.070236
3250,109.122909,108.468736,400.000000
3251,0.145054,0.141287,400.000000
3252,-2.467919,-0.332642,400.000000
3253,-89.354860,-54.503114,400.000000
3254,-326.034346,-293.546855,-122.668615
3255,-110.823358,-109.809507,-400.000048
3256,-0.175905,-0.254059,-400.000048
3257,15.658762,-0.648737,-400.000048
3258,134.716002,79.936419,-400.000048
3259,340.665906,314.844360,28.746751
3260,110.138525,109.480203,400.000000
3261,0.158024,0.154305,400.000000
3262,-2.399874,-0.318575,400.000000
3263,-88.591109,-53.956706,400.000000
3264,-324.954501,-292.391144,-121.773877
3265,-110.031570,-109.008134,-400.000048
3266,-0.163984,-0.244999,-400.000048
3267,15.676310,-0.729990,-400.000048
3268,134.450642,79.347000,-400.000048
3269,340.562623,314.618911,28.928808
3270,110.088409,109.431900,400.000000
3271,0.157785,0.154448,400.000000
3272,-2.371025,-0.315762,400.000000
3273,-88.369428,-53.857762,400.000000
3274,-326.176301,-293.593251,-121.017137
3275,-112.107529,-111.075605,-400.000048
3276,-0.198460,-0.271893,-400.000048
3277,15.327503,-0.716734,-400.000048
3278,133.304564,78.553877,-400.000048
3279,340.413420,314.320030,25.965884
3280,111.368479,110.685791,400.000000
3281,0.174570,0.171185,400.000000
3282,-2.338028,-0.305843,400.000000
3283,-86.968861,-52.535016,400.000000
3284,-325.042239,-292.003047,-114.524330
3285,-113.793005,-112.687506,-400.000048
3286,-0.223017,-0.294590,-400.000048
3287,15.246298,-0.711966,-400.000048
3288,132.577054,77.966938,-400.000048
3289,340.051978,313.921394,23.961261
3290,112.040104,111.348452,400.000000
3291,0.186300,0.182676,400.000000
3292,-2.270317,-0.298357,400.000000
