index,ch2,ch3,ch4
255,0.027418,-0.460720,-400.000048
256,20.893958,-2.163553,-400.000048
257,132.188145,30.988315,-400.000048
258,334.805576,263.914807,-21.375897
259,126.078430,122.753921,400.000000
260,0.428009,0.424433,400.000000
261,-2.734423,-0.078392,400.000000
262,-80.162535,-25.570062,400.000000
263,-313.009395,-243.321925,-67.047366
264,-124.821392,-120.542398,-400.000048
265,-0.038099,-0.475836,-400.000048
266,20.151618,-2.110005,-400.000048
267,130.760971,30.843786,-400.000048
268,334.574644,264.006837,-22.608092
269,126.846042,123.510042,400.000000
270,0.446129,0.442410,400.000000
271,-2.740240,-0.078154,400.000000
272,-79.932795,-25.310138,400.000000
273,-313.233222,-243.226843,-65.427883
274,-126.313892,-121.961751,-400.000048
275,-0.064135,-0.508785,-400.000048
276,20.165207,-2.090025,-400.000048
277,130.298296,30.317644,-400.000048
278,333.966676,262.929852,-25.437930
279,127.447430,124.034324,400.000000
280,0.462246,0.458813,400.000000
281,-2.630282,-0.078392,400.000000
282,-78.542957,-24.687245,400.000000
283,-312.421598,-242.173462,-60.468967
284,-128.320042,-123.821655,-400.000048
285,-0.156927,-0.559902,-400.000048
286,19.413426,-2.014971,-400.000048
287,128.648106,30.105308,-400.000048
288,333.523361,262.728436,-28.219560
289,128.728262,125.269523,400.000000
290,0.495768,0.492525,400.000000
291,-2.601624,-0.077724,400.000000
292,-78.116379,-24.436429,400.000000
293,-312.051190,-241.600876,-58.895023
294,-128.810707,-124.249759,-400.000048
295,-0.122118,-0.572729,-400.000048
296,20.207837,-2.095795,-400.000048
297,129.753891,29.399875,-400.000048
298,333.973543,262.078603,-29.633144
299,129.360453,125.830522,400.000000
300,0.512075,0.508356,400.000000
301,-2.585984,-0.077581,400.000000
302,-78.206548,-24.585202,400.000000
303,-311.938561,-241.672163,-60.782249
304,-127.632061,-123.118463,-400.000048
305,-0.014734,-0.540209,-400.000048
306,21.414569,-2.182818,-400.000048
307,131.627909,28.960994,-400.000048
308,334.800760,261.805661,-28.674558
309,129.527012,125.957552,400.000000
310,0.516224,0.512457,400.000000
311,-2.725125,-0.077677,400.000000
312,-79.453239,-24.836209,400.000000
313,-312.395515,-241.888743,-64.130266
314,-125.641838,-121.221032,-400.000048
315,0.023079,-0.492621,-400.000048
316,21.028187,-2.119828,-400.000048
317,130.519692,29.007867,-400.000048
318,334.440653,261.903603,-28.811363
319,129.926840,126.358429,400.000000
320,0.526333,0.522757,400.000000
321,-2.833462,-0.077534,400.000000
322,-80.649719,-25.207618,400.000000
323,-313.113917,-242.544060,-66.846379
324,-124.553028,-120.211806,-400.000048
325,0.341272,-0.464249,-400.000048
326,25.029901,-2.387715,-400.000048
327,136.914651,27.883533,-400.000048
328,337.265150,261.130412,-27.943185
329,130.163828,126.462665,400.000000
330,0.530768,0.527096,400.000000
331,-3.142548,-0.077677,400.000000
332,-83.285437,-25.653747,400.000000
333,-313.540973,-242.300349,-72.357759
334,-121.048894,-116.823020,-400.000048
335,0.829411,-0.389814,-400.000048
336,29.542354,-2.664519,-400.000048
337,143.143289,26.384071,-400.000048
338,339.741509,260.022719,-24.019721
339,129.770390,125.978199,400.000000
340,0.517416,0.513697,400.000000
341,-2.979327,-0.078011,400.000000
342,-82.606135,-25.992349,400.000000
343,-313.532342,-243.099718,-73.427734
344,-120.269170,-116.126122,-400.000048
345,0.897074,-0.373793,-400.000048
346,30.054239,-2.664280,-400.000048
347,143.914240,26.682285,-400.000048
348,340.446084,260.415061,-25.206140
349,130.796973,126.951471,400.000000
350,0.543213,0.540161,400.000000
351,-2.615261,-0.077724,400.000000
352,-78.754482,-24.908689,400.000000
353,-312.065591,-242.188196,-62.358816
354,-124.727693,-120.381894,-400.000048
355,-0.011253,-0.468063,-400.000048
356,20.270159,-2.087403,-400.000048
357,128.544346,28.317026,-400.000048
358,333.493416,260.656102,-35.330443
359,132.753722,128.996531,400.000000
360,0.607681,0.603867,400.000000
361,-2.459622,-0.076628,400.000000
362,-75.881776,-22.987035,400.000000
363,-310.918988,-239.299135,-46.358925
364,-132.629744,-127.762619,-400.000048
365,-0.273275,-0.675774,-400.000048
366,19.076397,-1.940441,-400.000048
367,125.642744,27.459720,-400.000048
368,332.753269,259.864266,-39.792161
369,134.696166,130.852858,400.000000
370,0.665808,0.662470,400.000000
371,-2.530432,-0.076723,400.000000
372,-76.263532,-22.900441,400.000000
373,-310.846461,-238.796215,-45.967870
374,-132.725302,-127.789703,-400.000048
375,-0.108290,-0.677586,-400.000048
376,21.666577,-2.102566,-400.000048
377,129.654852,26.309160,-400.000048
378,333.975975,258.416111,-39.609532
379,134.499232,130.543152,400.000000
380,0.660706,0.657415,400.000000
381,-2.341318,-0.076866,400.000000
382,-74.511918,-22.613480,400.000000
383,-309.710110,-238.299351,-43.516832
384,-133.648030,-128.678385,-400.000048
385,-0.235748,-0.707340,-400.000048
386,20.341446,-2.006483,-400.000048
387,127.805773,26.940492,-400.000048
388,333.827202,259.289677,-42.338853
389,136.312215,132.339207,400.000000
390,0.717449,0.714159,400.000000
391,-2.390766,-0.077152,400.000000
392,-74.968824,-22.670701,400.000000
393,-309.787739,-238.058405,-43.890815
394,-132.882420,-127.886406,-400.000048
395,-0.302124,-0.682020,-400.000048
396,18.873503,-1.955176,-400.000048
397,124.648347,26.501134,-400.000048
398,331.653301,258.011658,-46.205955
399,136.326377,132.314555,400.000000
400,0.719357,0.715923,400.000000
401,-2.297640,-0.077057,400.000000
402,-74.260577,-22.705844,400.000000
403,-309.752549,-238.729553,-46.902090
404,-132.770697,-127.878633,-400.000048
405,-0.286388,-0.679064,-400.000048
406,19.067767,-1.947260,-400.000048
407,125.119320,26.562312,-400.000048
408,332.746498,258.775551,-47.703224
409,138.264816,134.215609,400.000000
410,0.785303,0.782108,400.000000
411,-2.391911,-0.076389,400.000000
412,-74.350938,-21.973660,400.000000
413,-309.187068,-236.672334,-40.457206
414,-134.863011,-129.694859,-400.000048
415,-0.284720,-0.743103,-400.000048
416,20.036366,-1.981640,-400.000048
417,125.784794,25.258592,-400.000048
418,332.061712,256.542141,-49.338013
419,137.756173,133.592192,400.000000
420,0.764942,0.761461,400.000000
421,-2.304125,-0.076580,400.000000
422,-73.548660,-21.848729,400.000000
423,-308.309830,-236.128788,-39.645677
424,-134.529416,-129.357735,-400.000048
425,0.051880,-0.734186,-400.000048
426,24.632981,-2.210093,-400.000048
427,133.356492,24.099734,-400.000048
428,336.400787,256.344540,-49.019915
429,139.675491,135.315768,400.000000
430,0.830221,0.827265,400.000000
431,-2.531100,-0.076294,400.000000
432,-75.572023,-22.060921,400.000000
433,-310.017527,-236.826257,-42.970376
434,-134.246604,-129.075876,-400.000048
435,0.111818,-0.718880,-400.000048
436,25.413802,-2.344942,-400.000048
437,134.186713,23.043206,-400.000048
438,335.926144,254.655058,-49.563605
439,138.976018,134.529702,400.000000
440,0.803089,0.800228,400.000000
441,-2.717352,-0.076389,400.000000
442,-78.723726,-23.741820,400.000000
443,-310.893334,-238.985042,-59.265335
444,-125.186220,-120.570197,-400.000048
445,0.405455,-0.474787,-400.000048
446,26.229528,-2.485323,-400.000048
447,136.301820,24.167064,-400.000048
448,337.633316,256.972820,-46.790176
449,139.399068,135.052840,400.000000
450,0.818539,0.816059,400.000000
451,-2.579832,-0.076389,400.000000
452,-77.222213,-23.285153,400.000000
453,-309.704817,-238.092594,-55.030448
454,-126.352421,-121.662154,-400.000048
455,0.426340,-0.502205,-400.000048
456,26.714233,-2.445317,-400.000048
457,136.558930,23.617795,-400.000048
458,337.058298,255.480129,-48.289448
459,139.167421,134.723632,400.000000
460,0.808144,0.805664,400.000000
461,-2.472687,-0.075722,400.000000
462,-75.109825,-21.949485,400.000000
463,-308.789719,-235.911207,-42.083268
464,-131.933085,-126.836601,-400.000048
465,0.043201,-0.652933,-400.000048
466,23.740342,-2.283478,-400.000048
467,131.543795,23.298934,-400.000048
468,335.469953,255.416853,-51.968533
469,140.914743,136.464850,400.000000
470,0.873280,0.870180,400.000000
471,-2.479220,-0.076389,400.000000
472,-75.012884,-21.751359,400.000000
473,-309.326733,-236.008672,-38.379578
474,-134.642999,-129.419199,-400.000048
475,0.099087,-0.731182,-400.000048
476,25.396970,-2.328730,-400.000048
477,133.482711,22.130444,-400.000048
478,335.532848,253.125745,-55.010993
479,141.636007,136.975448,400.000000
480,0.901365,0.897932,400.000000
481,-2.588129,-0.076532,400.000000
482,-76.013383,-21.867564,400.000000
483,-309.527625,-235.849790,-41.401916
484,-132.444922,-127.293697,-400.000048
485,0.213671,-0.664425,-400.000048
486,26.059535,-2.345515,-400.000048
487,134.961097,22.732404,-400.000048
488,336.739628,254.362852,-52.604157
489,141.841095,137.229983,400.000000
490,0.907135,0.903654,400.000000
491,-2.489758,-0.076437,400.000000
492,-75.381097,-21.805432,400.000000
493,-309.123839,-235.543136,-40.430169
494,-132.321803,-127.137628,-400.000048
495,-0.102806,-0.662041,-400.000048
496,21.865037,-2.158833,-400.000048
497,127.953831,23.072389,-400.000048
498,333.341686,254.087621,-57.867629
499,143.003433,138.419549,400.000000
500,0.956535,0.953722,400.000000
501,-2.332878,-0.075912,400.000000
502,-73.762092,-21.651223,400.000000
503,-307.906617,-235.310678,-38.112740
504,-132.606904,-127.440086,-400.000048
505,0.017595,-0.669670,-400.000048
506,23.603776,-2.203322,-400.000048
507,130.639616,22.620395,-400.000048
508,334.638349,253.575069,-57.549102
509,143.511599,138.825481,400.000000
510,0.972653,0.969458,400.000000
511,-2.453375,-0.075769,400.000000
512,-74.794158,-21.507456,400.000000
513,-309.084262,-235.468320,-37.898545
514,-133.896224,-128.666464,-400.000048
515,0.000095,-0.706244,-400.000048
516,23.937371,-2.242232,-400.000048
517,131.367842,22.583773,-400.000048
518,335.475914,253.908998,-58.859880
519,144.224041,139.491432,400.000000
520,1.000214,0.996781,400.000000
521,-2.304983,-0.076151,400.000000
522,-72.472104,-20.432284,400.000000
523,-307.591189,-233.418588,-27.022317
524,-138.769452,-133.185355,-400.000048
525,-0.245047,-0.868416,-400.000048
526,22.590449,-2.085734,-400.000048
527,127.954641,21.456959,-400.000048
528,333.400432,251.838190,-62.166508
529,145.325344,140.497272,400.000000
530,1.047993,1.044798,400.000000
531,-2.122736,-0.076246,400.000000
532,-70.522364,-19.803145,400.000000
533,-306.858242,-232.561759,-19.705250
534,-142.713039,-136.909454,-400.000048
535,-0.461769,-1.016426,-400.000048
536,21.397355,-1.959753,-400.000048
537,125.905290,21.822360,-400.000048
538,332.676546,251.692945,-67.281445
539,147.465914,142.525356,400.000000
540,1.141787,1.138401,400.000000
541,-1.916266,-0.075626,400.000000
542,-67.923220,-19.151642,400.000000
543,-303.981102,-230.251673,-13.557817
544,-143.030947,-137.069051,-400.000048
545,-0.612211,-1.033592,-400.000048
546,19.424679,-1.938343,-400.000048
547,122.242751,21.288636,-400.000048
548,330.522815,250.659257,-70.670565
549,148.205679,143.237846,400.000000
550,1.176548,1.173687,400.000000
551,-2.056980,-0.076008,400.000000
552,-69.544657,-19.472935,400.000000
553,-305.820168,-231.571988,-16.633083
554,-143.196218,-137.302129,-400.000048
555,-0.676727,-1.036501,-400.000048
556,18.211939,-1.837397,-400.000048
557,119.874206,21.578267,-400.000048
558,329.414788,250.691682,-72.882375
559,148.706549,143.751591,400.000000
560,1.202536,1.199865,400.000000
561,-2.319861,-0.076151,400.000000
562,-71.911868,-19.622805,400.000000
563,-307.299221,-231.683854,-21.021559
564,-141.731851,-135.840194,-400.000048
565,-0.395012,-0.976181,-400.000048
566,21.994069,-2.059651,-400.000048
567,126.519790,20.616486,-400.000048
568,332.901708,250.344592,-70.981225
569,148.925704,143.831699,400.000000
570,1.203585,1.201058,400.000000
571,-2.185154,-0.076056,400.000000
572,-70.720538,-19.457009,400.000000
573,-306.809319,-231.646613,-19.548609
574,-143.018167,-137.100808,-400.000048
575,-0.668907,-1.025629,-400.000048
576,18.014242,-1.814699,-400.000048
577,118.821301,21.079877,-400.000048
578,328.896037,250.060540,-75.676498
579,149.479407,144.468229,400.000000
580,1.236200,1.232958,400.000000
581,-1.783896,-0.075674,400.000000
582,-65.578421,-17.899515,400.000000
583,-302.148474,-227.420453,-2.974940
584,-149.148768,-142.712658,-400.000048
585,-0.912666,-1.295757,-400.000048
586,18.618300,-1.850128,-400.000048
587,120.049920,20.470526,-400.000048
588,329.713145,249.230891,-79.322586
589,151.866645,146.672982,400.000000
590,1.347208,1.344538,400.000000
591,-1.777458,-0.075626,400.000000
592,-65.711792,-18.033316,400.000000
593,-302.591026,-227.894143,-4.080248
594,-148.937577,-142.529123,-400.000048
595,-1.002312,-1.286888,-400.000048
596,16.718676,-1.722717,-400.000048
597,116.278853,20.734408,-400.000048
598,327.455703,248.736554,-82.520352
599,152.145118,146.963995,400.000000
600,1.365328,1.362372,400.000000
601,-1.884890,-0.076103,400.000000
602,-66.855534,-18.151619,400.000000
603,-303.724850,-228.461865,-7.968141
604,-148.221320,-141.862743,-400.000048
605,-0.960446,-1.249743,-400.000048
606,16.763355,-1.720429,-400.000048
607,116.327395,20.696929,-400.000048
608,327.916709,249.034816,-82.741795
609,152.763433,147.570818,400.000000
610,1.395416,1.392079,400.000000
611,-1.790762,-0.076008,400.000000
612,-65.577944,-17.715122,400.000000
613,-302.715004,-227.423886,-3.273917
614,-150.841588,-144.308060,-400.000048
615,-1.077461,-1.372528,-400.000048
616,16.864159,-1.719570,-400.000048
617,115.941348,19.923832,-400.000048
618,326.942340,247.231561,-86.559211
619,153.117961,147.784298,400.000000
620,1.414108,1.410437,400.000000
621,-1.930762,-0.076008,400.000000
622,-66.618260,-17.430641,400.000000
623,-303.106678,-226.341084,-1.968718
624,-151.370543,-144.661635,-400.000048
625,-1.055908,-1.397228,-400.000048
626,17.722704,-1.739121,-400.000048
627,117.349066,19.624903,-400.000048
628,328.226176,247.514134,-85.887013
629,154.185504,148.817223,400.000000
630,1.466608,1.462984,400.000000
631,-1.698065,-0.075865,400.000000
632,-64.265259,-17.207052,400.000000
633,-301.476753,-225.983980,1.687098
634,-153.272933,-146.530026,-400.000048
635,-1.182890,-1.494742,-400.000048
636,17.128994,-1.707125,-400.000048
637,115.929808,19.257214,-400.000048
638,327.087441,246.218282,-90.147792
639,155.050821,149.540681,400.000000
640,1.510668,1.507807,400.000000
641,-1.657295,-0.075865,400.000000
642,-63.967951,-17.324927,400.000000
643,-300.845516,-225.887039,-0.750494
644,-150.674456,-144.040649,-400.000048
645,-1.113129,-1.367426,-400.000048
646,15.934946,-1.644516,-400.000048
647,113.526406,19.586089,-400.000048
648,326.054087,246.727925,-90.326654
649,155.411786,149.987525,400.000000
650,1.533795,1.530695,400.000000
651,-1.830387,-0.075769,400.000000
652,-65.950926,-17.645695,400.000000
653,-302.720249,-226.919630,-4.611540
654,-150.155562,-143.577068,-400.000048
655,-1.056767,-1.339245,-400.000048
656,16.596462,-1.690102,-400.000048
657,114.725031,19.325974,-400.000048
658,326.378241,246.018821,-93.012678
659,156.012220,150.460929,400.000000
660,1.563120,1.560068,400.000000
661,-1.872587,-0.075865,400.000000
662,-66.763934,-18.002035,400.000000
663,-303.030813,-227.518013,-11.740591
664,-146.337431,-139.970844,-400.000048
665,-0.847960,-1.164103,-400.000048
666,17.195847,-1.703596,-400.000048
667,115.809311,19.578364,-400.000048
668,326.942197,246.636802,-89.560329
669,155.219526,149.750060,400.000000
670,1.522160,1.518679,400.000000
671,-1.689863,-0.076485,400.000000
672,-63.909252,-16.764547,400.000000
673,-301.467645,-225.046232,4.690695
674,-155.556077,-148.601168,-400.000048
675,-1.316595,-1.608992,-400.000048
676,16.634609,-1.629973,-400.000048
677,114.088501,18.637707,-400.000048
678,325.996962,244.641142,-97.125256
679,157.990904,152.253551,400.000000
680,1.669932,1.666832,400.000000
681,-1.545382,-0.075626,400.000000
682,-61.867483,-16.350653,400.000000
683,-298.636806,-223.128250,7.796861
684,-154.512758,-147.499150,-400.000048
685,-1.263809,-1.563311,-400.000048
686,16.879751,-1.687145,-400.000048
687,114.602484,18.360951,-400.000048
688,326.350680,244.681817,-95.470964
689,158.102388,152.375526,400.000000
690,1.678753,1.675511,400.000000
691,-1.559115,-0.076008,400.000000
692,-62.412651,-16.604473,400.000000
693,-299.599397,-224.035004,7.424832
694,-154.524965,-147.568816,-400.000048
695,-1.272726,-1.562071,-400.000048
696,16.634466,-1.639986,-400.000048
697,114.045491,18.569376,-400.000048
698,326.099911,244.594794,-98.773777
699,159.365721,153.567762,400.000000
700,1.747322,1.744271,400.000000
701,-1.932860,-0.075436,400.000000
702,-65.580662,-16.294100,400.000000
703,-301.385153,-222.836998,6.559563
704,-154.756278,-147.553891,-400.000048
705,-1.299143,-1.566458,-400.000048
706,16.246941,-1.637554,-400.000048
707,113.065256,18.230965,-400.000048
708,325.212565,243.835621,-99.174559
709,159.406586,153.585929,400.000000
710,1.755238,1.751900,400.000000
711,-1.506043,-0.076342,400.000000
712,-61.094673,-15.829231,400.000000
713,-298.668468,-222.314718,14.235689
714,-159.530754,-152.218932,-400.000048
715,-1.641464,-1.838255,-400.000048
716,14.574339,-1.516104,-400.000048
717,109.357418,18.027498,-400.000048
718,323.276987,242.954188,-104.433024
719,161.187000,155.291624,400.000000
720,1.858855,1.856327,400.000000
721,-1.535607,-0.075436,400.000000
722,-60.877712,-15.413477,400.000000
723,-297.485244,-220.409467,17.657139
724,-159.776611,-152.256173,-400.000048
725,-1.597214,-1.855946,-400.000048
726,15.815737,-1.561403,-400.000048
727,111.105360,17.168810,-400.000048
728,324.015418,241.951876,-104.832090
729,161.381312,155.384607,400.000000
730,1.871968,1.869631,400.000000
731,-1.433468,-0.075531,400.000000
732,-59.707220,-15.262176,400.000000
733,-296.823966,-220.307949,19.486477
734,-161.660738,-154.109163,-400.000048
735,-1.665688,-1.969815,-400.000048
736,16.872980,-1.609659,-400.000048
737,113.414444,17.038157,-400.000048
738,325.460663,241.778832,-106.561626
739,162.741108,156.582136,400.000000
740,1.946879,1.943493,400.000000
741,-1.406622,-0.076103,400.000000
742,-59.214694,-15.093853,400.000000
743,-295.469033,-219.018962,20.983317
744,-159.962912,-152.357215,-400.000048
745,-1.626396,-1.872874,-400.000048
746,15.745069,-1.576138,-400.000048
747,111.176170,17.103626,-400.000048
748,323.965016,241.569071,-106.296171
